DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,20,-4,-31,2665281937,123,29,1675992722,AQI
2025-03-18 09:42:03-07:00,4.24,216.436,11.457,32.508,3.0359999999999996,435.96,5.7,69.6,2.04,4.63,4.64,2.0,1.0,STAT,,,,,4.3112
2025-03-18 09:43:03-07:00,4.18,223.168,9.972,32.728500000000004,4.56,435.98,5.7,69.7,2.82,5.22,5.34,2.0,1.0,STAT,,,,,5.088
2025-03-18 09:44:03-07:00,4.15,216.953,11.844000000000001,32.781,1.656,435.99,5.6,69.8,2.28,4.45,4.83,2.0,0.0,STAT,,,,,3.8912000000000004
2025-03-18 09:45:03-07:00,4.11,213.80700000000002,11.709,33.327,-1.344,436.35,5.6,69.9,2.03,4.21,4.65,3.0,0.0,STAT,,,,,3.0992
2025-03-18 09:46:03-07:00,4.06,208.79100000000003,12.987,32.319,1.9679999999999997,436.77,5.6,70.0,1.87,4.01,4.19,2.0,1.0,STAT,,,,,3.6016000000000004
2025-03-18 09:47:03-07:00,4.03,209.044,14.265,32.592,2.256,436.92,5.5,70.1,1.81,3.72,3.83,2.0,1.0,STAT,,,,,3.4272000000000005
2025-03-18 09:48:04-07:00,3.97,212.60800000000003,12.042000000000002,34.839,2.94,436.97,5.5,70.2,1.89,3.59,3.67,2.0,1.0,STAT,,,,,3.46
2025-03-18 09:49:04-07:00,3.93,214.35700000000003,12.996,35.3325,0.46799999999999997,437.06,5.5,70.4,1.87,4.37,4.47,2.0,0.0,STAT,,,,,3.5896000000000003
2025-03-18 09:50:04-07:00,3.89,211.78300000000002,12.141,33.138,1.104,437.64,5.4,70.5,2.13,5.27,5.32,1.0,0.0,STAT,,,,,4.4368
2025-03-18 09:51:05-07:00,3.84,213.51000000000002,12.735000000000001,32.172000000000004,2.7359999999999998,437.77,5.4,70.6,2.43,5.01,5.03,1.0,0.0,STAT,,,,,4.5552
2025-03-18 09:52:05-07:00,3.81,216.05100000000002,11.313,34.408500000000004,0.588,438.57,5.3,70.7,2.15,4.85,5.07,2.0,0.0,STAT,,,,,3.9976
2025-03-18 09:53:06-07:00,3.75,212.49800000000002,10.692,34.9545,-1.02,438.85,5.3,70.8,2.62,4.97,5.04,3.0,0.0,STAT,,,,,3.772
2025-03-18 09:54:06-07:00,3.71,209.12100000000004,11.655,35.091,-0.276,438.95,5.3,70.9,2.12,4.66,4.96,3.0,0.0,STAT,,,,,3.6728
2025-03-18 09:55:06-07:00,3.66,213.80700000000002,11.34,35.2905,2.364,438.6,5.2,71.1,2.23,4.88,5.58,3.0,1.0,STAT,,,,,4.3768
2025-03-18 09:56:06-07:00,3.62,226.952,10.728,34.786500000000004,1.8719999999999999,439.79,5.2,71.2,2.11,5.52,7.29,2.0,1.0,STAT,,,,,4.790399999999999
2025-03-18 09:57:06-07:00,3.57,231.81400000000002,11.295000000000002,34.14600000000001,1.188,441.12,5.1,71.3,1.95,5.2,6.2,2.0,1.0,STAT,,,,,4.3976
2025-03-18 09:58:02-07:00,3.53,232.595,10.179,33.747,0.66,441.66,5.1,71.4,2.47,5.14,5.45,2.0,0.0,STAT,,,,,4.244
2025-03-18 09:59:03-07:00,3.49,238.31500000000003,12.843,33.95700000000001,-0.756,441.88,5.1,71.5,3.08,4.87,5.07,2.0,0.0,STAT,,,,,3.7448000000000006
2025-03-18 10:00:03-07:00,3.44,231.473,12.339,34.8495,-2.7239999999999998,441.96,5.1,71.5,3.48,5.34,5.52,2.0,1.0,STAT,,,,,3.7272000000000003
2025-03-18 10:01:03-07:00,3.4,232.012,12.6,32.8125,-0.144,441.99,5.0,71.6,3.09,4.97,5.24,2.0,0.0,STAT,,,,,3.9472
2025-03-18 10:02:03-07:00,3.35,231.85800000000003,11.457,33.8205,0.9359999999999999,441.99,5.0,71.7,2.49,4.81,4.9,2.0,1.0,STAT,,,,,4.0352
2025-03-18 10:03:02-07:00,3.31,234.366,11.979000000000001,33.243,3.42,442.29,5.0,71.9,3.23,6.5,6.53,2.0,1.0,STAT,,,,,5.884
2025-03-18 10:04:02-07:00,3.27,236.63200000000003,12.978,34.881,0.264,442.75,4.9,72.0,3.7,5.69,5.7,2.0,1.0,STAT,,,,,4.604800000000001
2025-03-18 10:05:02-07:00,3.21,233.83800000000002,13.392000000000001,35.0805,-0.8160000000000001,443.53,4.9,72.0,3.31,5.78,6.0,3.0,0.0,STAT,,,,,4.460800000000001
2025-03-18 10:06:03-07:00,3.18,230.50500000000002,14.31,36.183,-2.424,443.38,4.8,72.1,3.64,5.86,6.4,3.0,1.0,STAT,,,,,4.203200000000001
2025-03-18 10:07:03-07:00,3.13,230.34000000000003,14.832,37.002,-2.112,443.13,4.8,72.2,3.88,6.91,7.55,3.0,1.0,STAT,,,,,5.105600000000001
2025-03-18 10:08:04-07:00,3.09,234.14600000000004,11.879999999999999,35.26950000000001,-0.864,443.05,4.8,72.3,3.98,6.85,7.34,2.0,0.0,STAT,,,,,5.307200000000001
2025-03-18 10:09:04-07:00,3.06,235.411,11.826,35.5215,0.49199999999999994,442.97,4.7,72.4,3.81,6.18,6.37,2.0,0.0,STAT,,,,,5.0424
2025-03-18 10:10:04-07:00,3.01,236.50000000000003,13.977,36.298500000000004,-1.32,442.99,4.7,72.5,3.64,5.69,6.53,2.0,1.0,STAT,,,,,4.288
2025-03-18 10:11:04-07:00,2.98,236.126,13.725,33.841499999999996,-0.888,443.35,4.7,72.5,3.15,5.36,5.85,2.0,0.0,STAT,,,,,4.1104
2025-03-18 10:12:04-07:00,2.94,234.47600000000003,15.722999999999999,32.928,0.192,444.89,4.7,72.6,2.59,5.41,5.7,2.0,0.0,STAT,,,,,4.3664000000000005
2025-03-18 10:13:05-07:00,2.89,235.85100000000003,16.011,34.377,-1.344,446.11,4.6,72.6,2.63,5.09,5.19,2.0,0.0,STAT,,,,,3.8032
2025-03-18 10:14:05-07:00,2.86,237.40200000000002,14.895000000000001,34.503,-1.116,446.69,4.6,72.6,2.98,4.98,5.31,2.0,0.0,STAT,,,,,3.7608000000000006
2025-03-18 10:15:05-07:00,2.82,244.70600000000002,12.069,35.7735,0.312,446.92,4.5,72.8,2.61,4.75,4.86,2.0,1.0,STAT,,,,,3.8624
2025-03-18 10:16:05-07:00,2.78,249.04000000000002,13.113000000000001,34.629,0.96,446.97,4.5,72.8,2.73,4.89,4.92,2.0,1.0,STAT,,,,,4.104
2025-03-18 10:17:05-07:00,2.75,249.10600000000002,13.653,35.763000000000005,-0.48,447.93,4.5,72.9,2.84,4.94,5.55,2.0,1.0,STAT,,,,,3.8560000000000003
2025-03-18 10:18:07-07:00,2.69,245.77300000000002,15.192,32.445,2.544,449.24,4.5,73.0,2.65,4.83,5.21,1.0,1.0,STAT,,,,,4.372800000000001
2025-03-18 10:19:06-07:00,2.66,241.51600000000002,15.849,33.0225,1.116,449.51,4.4,73.0,2.46,4.57,5.01,2.0,1.0,STAT,,,,,3.8792000000000004
2025-03-18 10:20:06-07:00,2.62,235.98300000000003,13.788,35.721000000000004,-2.04,449.23,4.4,73.1,2.16,4.35,4.79,2.0,0.0,STAT,,,,,3.072
2025-03-18 10:21:07-07:00,2.57,237.842,13.014000000000001,34.786500000000004,0.312,449.08,4.4,73.2,2.17,4.24,4.62,2.0,0.0,STAT,,,,,3.4544
2025-03-18 10:22:07-07:00,2.55,244.10100000000003,12.744,34.944,0.9959999999999999,449.03,4.3,73.4,2.15,4.16,4.28,2.0,1.0,STAT,,,,,3.5272
2025-03-18 10:23:07-07:00,2.52,242.143,13.815,34.030499999999996,1.284,449.01,4.3,73.5,2.57,5.01,5.05,2.0,2.0,STAT,,,,,4.2648
2025-03-18 10:24:07-07:00,2.47,243.848,13.131,35.04900000000001,-1.308,449.0,4.3,73.5,3.09,5.18,5.19,2.0,1.0,STAT,,,,,3.8824
2025-03-18 10:25:07-07:00,2.44,244.98100000000002,13.473,34.366499999999995,-1.6320000000000001,449.46,4.2,73.5,2.62,4.89,4.89,2.0,1.0,STAT,,,,,3.5856
2025-03-18 10:26:07-07:00,2.42,247.30200000000002,15.588000000000001,35.8155,-1.176,449.97,4.2,73.5,2.38,5.02,5.02,2.0,1.0,STAT,,,,,3.7808
2025-03-18 10:27:07-07:00,2.36,247.995,13.895999999999999,33.033,0.528,450.57,4.2,73.6,1.75,4.47,4.47,2.0,0.0,STAT,,,,,3.6816
2025-03-18 10:28:07-07:00,2.34,249.17200000000003,14.940000000000001,31.290000000000003,4.464,451.08,4.2,73.7,2.51,4.59,4.59,1.0,0.0,STAT,,,,,4.5648
2025-03-18 10:29:08-07:00,2.31,252.362,15.633000000000001,33.295500000000004,0.156,451.68,4.1,73.9,2.08,4.32,4.32,2.0,0.0,STAT,,,,,3.4872000000000005
2025-03-18 10:30:08-07:00,2.26,255.079,14.04,32.781,1.488,451.48,4.1,74.0,1.96,3.85,4.09,1.0,0.0,STAT,,,,,3.3776
2025-03-18 10:31:08-07:00,2.23,262.51500000000004,13.221,33.285000000000004,0.8160000000000001,451.82,4.1,74.1,1.95,3.65,4.38,1.0,1.0,STAT,,,,,3.0831999999999997
2025-03-18 10:32:08-07:00,2.21,268.16900000000004,15.561,34.219500000000004,0.636,452.74,4.1,74.1,1.92,3.72,4.35,1.0,1.0,STAT,,,,,3.1032000000000006
2025-03-18 10:33:08-07:00,2.15,271.249,16.263,35.973,-1.476,454.8,4.1,74.2,1.65,3.67,4.19,2.0,0.0,STAT,,,,,2.6408
2025-03-18 10:34:08-07:00,2.13,270.03900000000004,17.19,34.65,-0.144,456.23,4.1,74.2,1.88,4.26,4.43,1.0,0.0,STAT,,,,,3.3792
2025-03-18 10:35:08-07:00,2.11,263.076,12.762,35.206500000000005,-2.856,456.73,4.0,74.3,1.63,3.94,3.99,2.0,0.0,STAT,,,,,2.5808
2025-03-18 10:36:08-07:00,2.07,271.293,15.507000000000001,33.18,1.3559999999999999,456.9,4.0,74.4,1.68,4.06,4.21,2.0,0.0,STAT,,,,,3.5191999999999997
2025-03-18 10:37:09-07:00,2.03,283.04100000000005,16.506,33.8205,-1.416,456.97,4.0,74.6,1.3,3.52,3.57,1.0,0.0,STAT,,,,,2.5328000000000004
2025-03-18 10:38:09-07:00,2.02,286.66,18.27,31.867500000000003,-1.092,456.99,4.0,74.6,1.35,4.05,4.21,1.0,0.0,STAT,,,,,3.0216000000000003
2025-03-18 10:39:10-07:00,1.99,289.63000000000005,18.189,32.319,-0.108,457.0,4.0,74.6,1.56,3.99,4.19,1.0,0.0,STAT,,,,,3.1704000000000003
2025-03-18 10:40:10-07:00,1.97,286.682,17.127000000000002,30.933000000000003,-0.516,457.0,4.0,74.5,1.28,2.98,3.05,1.0,0.0,STAT,,,,,2.2807999999999997
2025-03-18 10:41:10-07:00,1.92,285.39500000000004,16.272,32.9595,-1.236,456.71,4.0,74.5,1.34,3.03,3.29,1.0,0.0,STAT,,,,,2.1768
2025-03-18 10:42:10-07:00,1.91,292.237,15.840000000000002,33.5475,-0.312,456.25,3.9,74.7,1.57,2.92,3.01,2.0,0.0,STAT,,,,,2.2736
2025-03-18 10:43:11-07:00,1.89,297.59400000000005,13.824,32.109,1.344,456.09,3.9,74.8,1.34,2.89,2.91,1.0,0.0,STAT,,,,,2.5808000000000004
2025-03-18 10:44:11-07:00,1.88,296.16400000000004,14.634000000000002,31.9095,0.18,455.8,3.9,74.9,1.72,3.35,3.76,0.0,0.0,STAT,,,,,2.716
2025-03-18 10:45:11-07:00,1.84,299.904,15.417,30.334500000000002,2.028,454.93,3.9,75.0,1.33,2.62,3.08,0.0,0.0,STAT,,,,,2.5016000000000003
2025-03-18 10:46:11-07:00,1.81,298.34200000000004,15.840000000000002,33.453,0.516,454.33,3.9,75.1,1.44,2.85,3.01,1.0,0.0,STAT,,,,,2.3832000000000004
2025-03-18 10:47:11-07:00,1.8,297.95700000000005,16.173,31.080000000000002,1.008,454.12,3.9,75.2,1.36,3.32,3.52,0.0,0.0,STAT,,,,,2.8576
2025-03-18 10:48:11-07:00,1.79,296.58200000000005,13.779,32.550000000000004,-0.216,454.04,3.9,75.2,1.63,3.18,3.8,1.0,1.0,STAT,,,,,2.5008000000000004
2025-03-18 10:49:06-07:00,1.78,294.14,15.597,32.2665,-0.156,454.25,3.9,75.3,1.23,2.96,3.64,1.0,0.0,STAT,,,,,2.3367999999999998
2025-03-18 10:50:06-07:00,1.77,291.104,18.081,30.891000000000002,0.588,455.14,3.9,75.3,1.1,2.5,3.0,0.0,0.0,STAT,,,,,2.1176
2025-03-18 10:51:06-07:00,1.72,297.38500000000005,17.676000000000002,29.2215,3.1559999999999997,456.23,3.8,75.2,1.28,2.67,2.97,0.0,1.0,STAT,,,,,2.7672
2025-03-18 10:52:07-07:00,1.7,293.766,17.712,29.8305,-1.3679999999999999,457.23,3.8,75.2,1.12,2.53,2.63,1.0,0.0,STAT,,,,,1.7504
2025-03-18 10:53:07-07:00,1.69,293.425,17.424,28.549500000000002,-1.08,457.73,3.9,75.2,1.03,2.15,2.53,1.0,0.0,STAT,,,,,1.504
2025-03-18 10:54:13-07:00,1.68,294.668,17.577,29.148000000000003,-2.496,457.91,3.8,75.2,1.12,3.8,4.28,1.0,0.0,STAT,,,,,2.5408
2025-03-18 10:55:08-07:00,1.67,299.959,16.290000000000003,29.694000000000003,-2.4839999999999995,457.97,3.8,75.2,1.23,4.05,4.25,0.0,0.0,STAT,,,,,2.7432000000000003
2025-03-18 10:56:08-07:00,1.67,299.33200000000005,15.984000000000002,30.492,0.96,457.99,3.8,75.4,1.07,3.17,3.54,0.0,0.0,STAT,,,,,2.728
2025-03-18 10:57:08-07:00,1.64,297.2420000000001,16.515,31.605000000000004,-1.104,458.0,3.8,75.5,1.11,3.93,4.05,1.0,1.0,STAT,,,,,2.9232
2025-03-18 10:58:08-07:00,1.6,301.37800000000004,14.787,28.896,0.384,458.0,3.8,75.6,1.0,2.73,2.86,0.0,0.0,STAT,,,,,2.2608
2025-03-18 10:59:08-07:00,1.59,301.675,15.984000000000002,28.476000000000003,-0.084,458.0,3.8,75.7,1.14,3.05,3.19,0.0,0.0,STAT,,,,,2.4232
2025-03-18 11:00:09-07:00,1.58,299.629,15.174,30.0195,-1.26,458.0,3.8,75.7,1.55,2.83,2.88,0.0,0.0,STAT,,,,,2.0120000000000005
2025-03-18 11:01:09-07:00,1.57,300.68500000000006,15.876000000000001,29.6415,1.92,458.0,3.8,75.6,1.36,3.54,3.56,0.0,0.0,STAT,,,,,3.216
2025-03-18 11:02:09-07:00,1.56,306.05300000000005,17.469,31.71,-2.04,458.23,3.7,75.6,1.43,3.66,3.67,0.0,0.0,STAT,,,,,2.5200000000000005
2025-03-18 11:03:09-07:00,1.56,301.04800000000006,17.685,30.5655,-0.504,459.48,3.7,75.7,1.44,3.27,3.27,0.0,0.0,STAT,,,,,2.5152
2025-03-18 11:04:09-07:00,1.55,304.56800000000004,18.702,30.2505,1.08,461.31,3.7,75.9,1.24,3.17,3.17,0.0,0.0,STAT,,,,,2.7520000000000002
2025-03-18 11:05:08-07:00,1.53,309.848,19.323,29.074500000000004,0.12,462.99,3.7,75.9,1.14,2.64,2.64,0.0,0.0,STAT,,,,,2.136
2025-03-18 11:06:08-07:00,1.5,307.23,19.368,27.321,0.192,463.64,3.7,75.8,1.3,3.28,3.47,0.0,0.0,STAT,,,,,2.6624000000000003
2025-03-18 11:07:09-07:00,1.48,309.6940000000001,20.016,29.904000000000003,-0.132,463.87,3.7,75.8,1.67,4.26,4.96,0.0,0.0,STAT,,,,,3.3815999999999997
2025-03-18 11:08:09-07:00,1.47,312.30100000000004,20.349,27.2685,1.488,463.96,3.7,75.8,1.68,4.09,4.62,0.0,0.0,STAT,,,,,3.5696000000000003
2025-03-18 11:09:09-07:00,1.46,317.515,19.764000000000003,27.2475,0.576,464.44,3.7,75.8,1.28,3.33,3.75,0.0,0.0,STAT,,,,,2.7792000000000003
2025-03-18 11:10:10-07:00,1.46,318.98900000000003,20.979,26.586000000000002,1.38,464.8,3.7,75.7,1.06,2.58,2.71,0.0,0.0,STAT,,,,,2.34
2025-03-18 11:11:10-07:00,1.46,311.861,20.43,28.203,-0.528,464.93,3.7,75.7,0.93,2.13,2.18,0.0,0.0,STAT,,,,,1.5984
2025-03-18 11:12:10-07:00,1.45,311.57500000000005,20.178,28.570500000000003,0.564,464.98,3.7,75.7,1.33,2.72,3.02,0.0,0.0,STAT,,,,,2.2888
2025-03-18 11:13:10-07:00,1.43,313.98400000000004,20.925,29.694000000000003,-2.4359999999999995,464.99,3.7,75.6,1.11,2.22,2.64,0.0,0.0,STAT,,,,,1.2888000000000004
2025-03-18 11:14:10-07:00,1.4,315.46900000000005,21.843,28.6335,-1.416,464.95,3.7,75.4,1.23,2.68,3.03,0.0,0.0,STAT,,,,,1.8608000000000002
2025-03-18 11:15:12-07:00,1.37,313.08200000000005,21.789,28.213500000000003,-0.504,464.98,3.6,75.3,1.06,2.71,2.85,0.0,0.0,STAT,,,,,2.0672
2025-03-18 11:16:12-07:00,1.36,311.949,22.059,27.835500000000003,-0.3,464.99,3.6,75.3,1.02,2.5,2.62,0.0,0.0,STAT,,,,,1.94
2025-03-18 11:17:13-07:00,1.35,309.06700000000006,18.693,29.305500000000002,-2.424,465.0,3.6,75.3,1.17,2.54,2.57,1.0,0.0,STAT,,,,,1.5472000000000001
2025-03-18 11:18:13-07:00,1.33,315.084,21.735,29.431500000000003,-2.148,465.0,3.6,75.3,1.15,2.66,2.94,1.0,0.0,STAT,,,,,1.6984000000000001
2025-03-18 11:19:13-07:00,1.28,324.77500000000003,22.338,28.098000000000003,-1.344,465.81,3.6,75.3,1.11,2.29,2.62,0.0,0.0,STAT,,,,,1.5632000000000001
2025-03-18 11:20:13-07:00,1.26,343.288,20.736,25.914,0.20400000000000001,466.81,3.5,75.3,1.29,2.75,2.86,0.0,0.0,STAT,,,,,2.2408
2025-03-18 11:21:13-07:00,1.24,358.51200000000006,19.611,28.308000000000003,-2.568,468.65,3.5,75.2,1.24,3.37,3.41,0.0,0.0,STAT,,,,,2.1824000000000003
2025-03-18 11:22:13-07:00,1.23,374.67100000000005,20.412,30.0405,-2.6039999999999996,471.69,3.5,75.2,1.08,2.58,2.59,1.0,0.0,STAT,,,,,1.5432000000000001
2025-03-18 11:23:13-07:00,1.19,402.65500000000003,19.944,31.7835,-1.908,473.19,3.5,75.3,1.09,2.35,2.8,1.0,0.0,STAT,,,,,1.4984000000000002
2025-03-18 11:24:13-07:00,1.16,379.94,21.024,30.009,0.432,472.94,3.4,75.4,1.08,2.7,2.84,0.0,0.0,STAT,,,,,2.2464
2025-03-18 11:25:13-07:00,1.15,396.67100000000005,20.817,32.3505,-3.12,471.98,3.4,75.4,1.36,3.19,3.33,1.0,0.0,STAT,,,,,1.928
2025-03-18 11:26:13-07:00,1.13,537.0530000000001,20.988,28.896,-1.416,471.34,3.4,75.5,1.56,3.34,3.46,0.0,0.0,STAT,,,,,2.3888000000000003
2025-03-18 11:27:13-07:00,1.11,724.141,21.366,29.578500000000002,0.18,471.12,3.4,75.6,1.59,4.06,4.55,0.0,0.0,STAT,,,,,3.284
2025-03-18 11:28:13-07:00,1.07,763.6750000000001,22.077,31.0485,1.02,472.38,3.3,75.6,2.22,4.6,4.78,1.0,0.0,STAT,,,,,3.884
2025-03-18 11:29:14-07:00,1.05,685.586,22.014000000000003,31.6365,-0.252,474.48,3.3,75.7,1.98,4.51,5.53,0.0,0.0,STAT,,,,,3.5576
2025-03-18 11:30:14-07:00,1.03,573.793,21.501,31.962000000000003,0.156,475.01,3.3,75.9,1.45,4.09,5.26,1.0,0.0,STAT,,,,,3.3032000000000004
2025-03-18 11:31:15-07:00,1.02,493.856,25.227,31.384500000000003,1.212,475.3,3.3,76.0,1.23,3.25,4.01,1.0,0.0,STAT,,,,,2.8424
2025-03-18 11:32:15-07:00,1.01,447.557,24.138,31.017,2.16,476.98,3.3,76.2,1.3,3.59,3.86,0.0,0.0,STAT,,,,,3.304
2025-03-18 11:33:15-07:00,0.98,426.97600000000006,23.751,28.098000000000003,4.572,478.14,3.3,76.1,1.29,3.06,3.73,0.0,0.0,STAT,,,,,3.3624000000000005
2025-03-18 11:34:15-07:00,0.95,416.90000000000003,23.706,29.379,1.764,478.7,3.3,76.3,1.25,3.16,3.38,0.0,0.0,STAT,,,,,2.8808000000000007
2025-03-18 11:35:15-07:00,0.93,419.474,24.201,29.694000000000003,0.096,478.89,3.3,76.3,1.45,3.32,3.49,0.0,0.0,STAT,,,,,2.6752000000000002
2025-03-18 11:36:14-07:00,0.92,448.97600000000006,23.517,29.106,-1.8239999999999998,479.58,3.3,76.3,1.22,2.94,3.54,0.0,0.0,STAT,,,,,1.9871999999999999
2025-03-18 11:37:15-07:00,0.91,501.74300000000005,21.744,27.0795,1.584,480.85,3.2,76.1,1.48,4.07,4.54,0.0,0.0,STAT,,,,,3.5728000000000004
2025-03-18 11:38:15-07:00,0.9,525.25,22.374,28.35,-1.3679999999999999,481.6,3.2,76.2,1.48,3.73,3.95,1.0,0.0,STAT,,,,,2.7104
2025-03-18 11:39:15-07:00,0.88,506.20900000000006,23.94,29.085,-2.064,481.78,3.2,76.1,1.16,3.56,3.85,1.0,0.0,STAT,,,,,2.4352
2025-03-18 11:40:15-07:00,0.84,495.20900000000006,22.77,29.169000000000004,-1.74,481.28,3.2,76.0,1.17,3.11,3.31,0.0,0.0,STAT,,,,,2.14
2025-03-18 11:41:11-07:00,0.83,486.706,23.571,27.069000000000003,0.72,481.11,3.2,75.9,1.13,3.35,3.44,0.0,0.0,STAT,,,,,2.8240000000000003
2025-03-18 11:42:11-07:00,0.82,482.713,25.416,26.9325,-2.7239999999999998,481.44,3.2,75.8,1.27,3.79,3.86,0.0,0.0,STAT,,,,,2.4872
2025-03-18 11:43:11-07:00,0.81,487.124,22.077,28.203,-2.6279999999999997,481.8,3.1,75.8,1.62,3.69,3.94,1.0,0.0,STAT,,,,,2.4264
2025-03-18 11:44:11-07:00,0.8,469.00700000000006,24.12,28.4865,-2.244,481.93,3.1,76.0,1.38,3.6,3.81,0.0,0.0,STAT,,,,,2.4312000000000005
2025-03-18 11:45:11-07:00,0.79,445.47800000000007,25.398,27.384,1.668,481.98,3.1,76.1,1.26,3.09,3.53,0.0,0.0,STAT,,,,,2.8056
2025-03-18 11:46:12-07:00,0.75,432.19,25.623,31.090500000000002,-1.224,481.99,3.1,76.3,1.52,3.97,4.21,0.0,0.0,STAT,,,,,2.9312
2025-03-18 11:47:12-07:00,0.72,431.59600000000006,26.028000000000002,30.2505,1.308,482.49,3.1,76.6,1.21,2.91,3.58,0.0,0.0,STAT,,,,,2.5896000000000003
2025-03-18 11:48:13-07:00,0.71,428.1530000000001,27.612000000000002,28.476000000000003,-0.46799999999999997,483.11,3.1,76.7,1.29,2.96,3.22,0.0,0.0,STAT,,,,,2.2744
2025-03-18 11:49:13-07:00,0.7,438.76800000000003,28.107,29.5155,-1.224,484.04,3.1,76.8,1.4,2.99,3.27,0.0,-1.0,STAT,,,,,2.1472
2025-03-18 11:50:13-07:00,0.7,476.47600000000006,26.838,29.778000000000002,-0.216,485.68,3.1,77.2,1.35,3.57,3.96,0.0,0.0,STAT,,,,,2.8127999999999997
2025-03-18 11:51:13-07:00,0.69,492.59100000000007,28.395,30.0195,-1.068,488.06,3.1,77.4,1.48,2.88,3.13,0.0,0.0,STAT,,,,,2.0904
2025-03-18 11:52:13-07:00,0.69,488.752,29.925,28.035,-0.756,489.32,3.1,77.3,1.81,3.86,3.94,0.0,-1.0,STAT,,,,,2.9368
2025-03-18 11:53:13-07:00,0.69,502.865,30.492000000000004,27.352500000000003,-0.516,490.5,3.1,77.2,1.32,4.04,4.07,0.0,-1.0,STAT,,,,,3.1288
2025-03-18 11:54:13-07:00,0.69,521.3670000000001,31.509,30.051000000000002,0.78,491.47,3.1,77.2,1.47,4.26,4.26,0.0,-1.0,STAT,,,,,3.564
2025-03-18 11:55:13-07:00,0.69,516.1640000000001,34.614000000000004,29.9145,2.82,492.17,3.1,77.3,1.93,4.14,4.31,0.0,-1.0,STAT,,,,,3.876
2025-03-18 11:56:15-07:00,0.69,516.373,36.99,31.962000000000003,-0.852,494.3,3.1,77.4,1.83,3.88,3.99,0.0,-1.0,STAT,,,,,2.9336
2025-03-18 11:57:15-07:00,0.7,498.03600000000006,37.179,28.927500000000002,0.744,496.46,3.1,77.6,1.55,3.46,4.38,-1.0,-1.0,STAT,,,,,2.9168000000000003
2025-03-18 11:58:15-07:00,0.7,479.3690000000001,36.963,26.544000000000004,0.48,497.46,3.1,77.4,1.55,4.26,4.56,-1.0,-1.0,STAT,,,,,3.504
2025-03-18 11:59:15-07:00,0.7,473.682,32.535,26.9115,-1.704,497.4,3.1,77.3,1.54,3.66,3.76,-1.0,-1.0,STAT,,,,,2.5872
2025-03-18 12:00:15-07:00,0.7,462.22,31.662,25.7985,1.26,496.73,3.1,77.3,1.45,4.02,4.06,-1.0,-2.0,STAT,,,,,3.468
2025-03-18 12:01:15-07:00,0.7,442.1120000000001,30.780000000000005,27.216000000000005,-0.276,495.29,3.2,77.4,1.46,3.74,3.76,0.0,-2.0,STAT,,,,,2.9368000000000003
2025-03-18 12:02:15-07:00,0.71,436.7440000000001,30.285,25.389,0.972,493.87,3.2,77.3,1.33,3.97,3.97,-1.0,-1.0,STAT,,,,,3.3704
2025-03-18 12:03:15-07:00,0.71,436.83200000000005,31.157999999999998,28.4865,-0.972,492.9,3.2,77.1,1.79,4.22,4.56,0.0,-1.0,STAT,,,,,3.1816
2025-03-18 12:04:15-07:00,0.71,437.547,31.572,27.678,-1.344,492.32,3.2,77.0,1.7,3.14,3.25,0.0,-1.0,STAT,,,,,2.2432000000000003
2025-03-18 12:05:15-07:00,0.71,440.26400000000007,31.131000000000004,25.809,3.0119999999999996,492.11,3.2,77.0,1.35,3.04,3.44,0.0,0.0,STAT,,,,,3.0344
2025-03-18 12:06:15-07:00,0.72,438.75700000000006,33.354000000000006,26.2395,1.704,492.04,3.2,77.0,1.39,3.05,3.18,0.0,0.0,STAT,,,,,2.7808
2025-03-18 12:07:17-07:00,0.73,444.97200000000004,31.014000000000003,24.727500000000003,2.124,492.01,3.2,76.9,1.2,4.03,4.13,-1.0,0.0,STAT,,,,,3.6488000000000005
2025-03-18 12:08:17-07:00,0.74,443.113,30.825,25.7985,2.184,492.0,3.2,76.9,1.25,3.43,3.71,-1.0,0.0,STAT,,,,,3.1808000000000005
2025-03-18 12:09:17-07:00,0.75,437.25000000000006,33.03,27.573000000000004,-0.504,492.46,3.2,76.8,1.1,3.28,3.72,0.0,-1.0,STAT,,,,,2.5232
2025-03-18 12:10:17-07:00,0.76,431.75000000000006,34.578,25.357499999999998,2.952,493.35,3.2,76.7,1.08,3.37,3.6,-1.0,0.0,STAT,,,,,3.2864000000000004
2025-03-18 12:11:17-07:00,0.76,442.88200000000006,34.083,26.733,0.336,495.28,3.2,76.6,1.16,3.5,3.72,0.0,0.0,STAT,,,,,2.8672000000000004
2025-03-18 12:12:16-07:00,0.76,449.96600000000007,40.275,28.035,-1.164,499.85,3.2,76.6,1.34,3.85,3.92,0.0,-1.0,STAT,,,,,2.8472
2025-03-18 12:13:16-07:00,0.75,440.88000000000005,39.024,28.497000000000003,-1.452,504.27,3.2,76.6,1.7,3.89,4.34,-1.0,-2.0,STAT,,,,,2.8216
2025-03-18 12:14:17-07:00,0.74,431.09000000000003,39.366,27.825000000000003,-1.752,506.04,3.2,76.6,1.71,3.16,3.37,0.0,-2.0,STAT,,,,,2.1776000000000004
2025-03-18 12:15:17-07:00,0.73,425.502,36.612,29.2635,-0.024,506.25,3.2,76.5,1.64,3.58,3.82,0.0,-1.0,STAT,,,,,2.8592000000000004
